URL,Is 404,Status Code,Response Time,Error
http://www.waymotorworks.com/wmw-engine-stage-2-package-r55-r56-r57-r58-r59-cooper-s.html,True,404,1.792,HTTP Error 404: Not Found
https://www.waymotorworks.com/08-10-clubman-r55/index9.html,False,200,1.594,
https://www.waymotorworks.com/focus-st-mishimoto-intercooler.html?js=n,False,200,1.467,
http://www.waymotorworks.com/h-r-sport-springs-r58-r59.html,False,200,1.347,
https://www.waymotorworks.com/cat-cams-469-camshaft-r52-r53.html,False,200,1.422,
http://www.waymotorworks.com/tsw-rear-sway-bar-19mm.html,False,200,1.265,
https://www.waymotorworks.com/02-06-cooper-s-r53/maintenance/index10.html,False,200,1.41,
https://www.waymotorworks.com/R58-MINI-Coupe-S-Exterior/index3.html,False,200,1.449,
https://www.waymotorworks.com/h-r-adjustable-22mm-rear-sway-bar.html,False,200,1.403,
http://www.waymotorworks.com/xenon-headlight-control-unit.html?printable=Y,False,200,1.589,
https://www.waymotorworks.com/12-roadster-s-r59/performance/drivetrain/engine-parts/index5.html,False,200,1.353,
https://waymotorworks.com/manufacturers/?manufacturerid=10&page=57,False,200,1.358,
https://www.waymotorworks.com/ebc-ultimax-brake-pads-f55-f56-f57-cooper-s.html?js=n,False,200,1.413,
https://www.waymotorworks.com/gfb-diverter-valve-n14-engine.html?printable=Y,False,200,1.343,
http://www.waymotorworks.com/akebono-r60-r61-countryman-paceman-s-brake-pads.html?js=n,False,200,1.653,
https://www.waymotorworks.com/n14-exhaust-cam-sprocket-r55-r56-r57-r58-r59-cooper-s.html?js=n,False,200,1.445,
https://www.waymotorworks.com/14-f56-cooper-s/index13.html,False,200,1.506,
http://www.waymotorworks.com/ecu-cover-r50-r52-r53.html?js=n,False,200,1.848,
https://waymotorworks.com/manufacturers/?manufacturerid=17&page=55,True,404,0.62,HTTP Error 404: Not Found
https://www.waymotorworks.com/08-10-clubman-r55/exterior/index3.html?printable=Y,False,200,1.487,
https://www.waymotorworks.com/h-r-sport-springs-r58-r59.html,False,200,1.342,
https://www.waymotorworks.com/02-06-cooper-s-r53/handling/suspension/links/,False,200,1.4,
http://www.waymotorworks.com/powerflex-complete-lower-engine-mount-assembly.html,False,200,1.728,
https://www.waymotorworks.com/used-red-rear-hatch-r50-r53.html?js=n,False,200,1.486,
https://www.waymotorworks.com/05-08-cooper-cabrio-r52/index3.html,False,200,1.419,
https://www.waymotorworks.com/black-bmw-2002-diecast-1-76.html,False,200,1.44,
https://waymotorworks.com/manufacturers/?manufacturerid=26&page=57,True,404,0.778,HTTP Error 404: Not Found
http://www.waymotorworks.com/black-bmw-2002-diecast-1-76.html,False,200,1.736,
https://www.waymotorworks.com/02-06-cooper-r50/index4.html,False,200,1.565,
https://www.waymotorworks.com/05-08-cooper-cabrio-s-r52-maintenance-tools/index2.html?sort=title,False,200,1.027,
https://www.waymotorworks.com/R60-MINI-Countryman-Maintenance/index2.html,False,200,1.448,
https://www.waymotorworks.com/05-08-cooper-cabrio-s-r52-maintenance-tools/index2.html?sort=price,False,200,1.08,
https://www.waymotorworks.com/koni-special-active-fsd-shocks-r50-r52-r53.html,False,200,1.409,
https://www.waymotorworks.com/performance/drivetrain/index6.html?sort=title,False,200,1.42,
https://www.waymotorworks.com/grille-badge-holder-oem.html?js=n,False,200,1.313,
http://www.waymotorworks.com/used-p-s-tank-and-expansion-tank-bracket-r50-r52-r53.html?js=n,False,200,1.635,
https://www.waymotorworks.com/used-steering-angle-sensor-r50-r52-r53.html?js=n,False,200,1.32,
https://www.waymotorworks.com/used-cvt-trans-module-r50-r52.html?js=n,False,200,1.595,
http://www.waymotorworks.com/os-giken-gt-clutch-r60-countryman-s.html?js=n,False,200,1.663,
https://waymotorworks.com/manufacturers/?page=14,True,404,0.657,HTTP Error 404: Not Found
http://www.waymotorworks.com/09-10-cabrio-r57/maintenance/index3.html?sort_direction=1,False,200,1.248,
https://www.waymotorworks.com/forge-fiat-abarth-recirculation-valve.html?printable=Y,False,200,1.383,
